"","Unnamed: 0","organisation","service","historical_service_equiv","historical_service_equiv_jb","web_archive_value","other_website_value","final_transactions_value","final_transactions_value_source","note","unique_clicks_2022","govuk_start_page_url","topic","priority","retired","verb","service_type","service_category","excluded","exclusion_comment","send_physical_letters","receive_physical_letters","manual_document_checking","identity_check","unique_clicks_2021","requesting_information","unique_clicks_final","predicted_transactions","transaction_value","RTI","task_count","RTI_perc","rubric_score_manual","org_n","org_name"
"72",250,"Cabinet Office","find a grant",NA,"x","x",NA,NA,"no value","new unified service from 2022",47735,"https://www.find-government-grants.service.gov.uk","Money and tax",0,FALSE,"Find","Requesting information","Fully-automated",TRUE,"This appears to be an information-based service which provides users with access to a database of information based on their inputs.",NA,NA,NA,NA,0,1,47735,77427.4947810672,77427.4947810672,NA,NA,NA,NA,11,"Cabinet Office"
"73",147,"Department for Transport","plan and manage roadworks",NA,"x","x",NA,NA,"no value","not present",42414,"https://www.manage-roadworks.service.gov.uk","Driving and transport",0,FALSE,"Plan","Requesting a licence or consent","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,42414,271094.739885005,271094.739885005,0.6,5,80,NA,8,"Other"
"74",195,"Insolvency Service","claim for loss of notice pay",NA,"x","x",NA,NA,"no value","Thoroughly checked similar ones but income payment agreements are for paying back your debts when employed",39122,"https://notice.redundancy-pays.service.gov.uk/claims/personal-details","Benefits",0,FALSE,"Claim","Requesting benefit payments or loans","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,39122,99871.0525626957,99871.0525626957,0.75,8,87.5,NA,6,"Other"
"75",240,"Land Registry","use land and property data",NA,"x","x",NA,NA,"no value","dataset access service",35848,"https://use-land-property-data.service.gov.uk","Housing and local services",0,FALSE,"Use","Requesting information","Fully-automated",TRUE,"This is an information-based service which provides access to different datasets depending on what the user selects",NA,NA,NA,NA,0,1,35848,303948.237024843,303948.237024843,NA,NA,NA,NA,4,"Other"
"76",203,"Environment Agency","check the quality of beach and bathing water in england",NA,"x","x",NA,NA,"no value",NA,34990,"http://environment.data.gov.uk/bwq/profiles/","Environment and countryside",0,FALSE,"Check","Requesting information","Information-based",TRUE,NA,NA,NA,NA,NA,34990,1,34990,36447.6873628003,36447.6873628003,NA,NA,NA,NA,18,"Environment Agency"
"77",298,"Education and Skills Funding Agency","find a traineeship",NA,"x","x",NA,NA,"no value",NA,34757,"https://www.findapprenticeship.service.gov.uk/traineeshipsearch","Working, jobs and pensions",0,FALSE,"Find","Requesting information","Information-based",TRUE,"This is an information-based service",NA,NA,NA,NA,34757,1,34757,189169.718477586,189169.718477586,NA,NA,NA,NA,10,"Education and Skills Funding Agency"
"78",353,"Education and Skills Funding Agency","manage apprenticeships",NA,"x","x",NA,NA,"no value",NA,33894,"https://manage-apprenticeships.service.gov.uk/","Education, training and skills",1,FALSE,"Manage","Amending/deleting information","Transactional service",FALSE,NA,NA,NA,NA,NA,33894,0,33894,81493.342073903,81493.342073903,1,4,100,NA,10,"Education and Skills Funding Agency"
"79",104,"Legal Aid Agency","find a legal aid adviser or family mediator",NA,"x","x",NA,NA,"no value",NA,33456,"https://find-legal-advice.justice.gov.uk","Crime, justice and the law",0,FALSE,"Find","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,0,1,33456,292653.785038049,292653.785038049,NA,NA,NA,NA,2,"Other"
"80",107,"Ministry of Justice","get help with the cost of prison visits",NA,"x","x",NA,NA,"no value",NA,32332,"https://help-with-prison-visits.service.gov.uk/start","Crime, justice and the law",0,FALSE,"Get","Requesting benefit payments or loans","Transactional service",FALSE,NA,NA,NA,NA,NA,32332,0,32332,179669.048285114,179669.048285114,0.333333333333333,12,66.6666666666667,NA,17,"Ministry of Justice"
"81",285,"Home Office","complain about uk visas and immigration (ukvi)",NA,"x","x",NA,NA,"no value",NA,31908,"https://www.ukvi-complaints.homeoffice.gov.uk/reason","Visas and immigration",0,FALSE,"Complain","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,31908,0,31908,65854.0122908811,65854.0122908811,1,3,100,NA,25,"Home Office"
"82",27,"Department for International Trade","check duties and customs procedures for exporting goods",NA,"x","x",NA,NA,"no value","not present",31571,"https://www.check-duties-customs-exporting-goods.service.gov.uk/selectdest","Business and self-employed",0,FALSE,"Check","Requesting information","Fully-automated",TRUE,"Same as above, it's a fully automated service which provides information based on user input. Note: there is an entry for this service but it should be ignored",NA,NA,NA,NA,0,1,31571,42030.8515003304,42030.8515003304,NA,NA,NA,NA,6,"Other"
"83",154,"Department for Transport","replace a lost, stolen or damaged blue badge",NA,"x","x",NA,NA,"no value","not present",30447,"https://apply-blue-badge.service.gov.uk/replace-a-blue-badge","Driving and transport",0,FALSE,"Replace","Requesting a licence or consent","Transactional service",FALSE,NA,NA,NA,NA,NA,30447,0,30447,222911.87994456,222911.87994456,0.6,5,80,NA,8,"Other"
"84",367,"Ministry of Defence","apply for a deceased person's military record",NA,"x","x",NA,NA,"no value",NA,25460,"https://www.apply-deceased-military-record.service.gov.uk/","Working, jobs and pensions",1,FALSE,"Apply","Requesting information","Transactional service",FALSE,NA,NA,NA,NA,NA,0,1,25460,251321.385356728,251321.385356728,0.2,5,60,"MP",2,"Other"
"85",181,"Standards and Testing Agency","multiplication tables check",NA,"x","x",NA,NA,"no value",NA,25075,"https://multiplication-tables-check-trial.service.gov.uk/","Education, training and skills",0,FALSE,"Access","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,25075,68211.4926844417,68211.4926844417,1,3,100,NA,1,"Other"
"86",314,"Department of Health and Social Care","log test site covid-19 results",NA,"x","x",NA,NA,"no value",NA,23694,"https://log-coronavirus-test-site-results.service.gov.uk/","Coronavirus",0,FALSE,"Log","Providing information","Currently unavailable",TRUE,"This service no longer exists (the webpage is not operational and I cannot find anything on Google)",NA,NA,NA,NA,23694,0,23694,22.4850382023159,22.4850382023159,NA,NA,NA,NA,5,"Other"
"87",159,"Department for Education","apply for qualified teacher status (qts) in england",NA,"x","x",NA,NA,"no value","not present",22413,"https://apply-for-qts-in-england.education.gov.uk/","Education, training and skills",0,FALSE,"Apply","Requesting a licence or consent","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,22413,63838.6814578836,63838.6814578836,0.6,5,80,NA,30,"Department for Education"
"88",182,"Department for Education","professional development for teachers and leaders",NA,"x","x",NA,NA,"no value","not present",22172,"https://professional-development-for-teachers-leaders.education.gov.uk","Education, training and skills",0,FALSE,"Access","Requesting information","Information-based",TRUE,NA,NA,NA,NA,NA,0,1,22172,93320.0797439392,93320.0797439392,NA,NA,NA,NA,30,"Department for Education"
"89",186,"Department for Education","register for a national professional qualification",NA,"x","x",NA,NA,"no value","not present",22172,"https://register-national-professional-qualifications.education.gov.uk","Education, training and skills",0,FALSE,"Register","Registering","Fully-automated",TRUE,NA,NA,NA,NA,NA,0,0,22172,43110.8577935679,43110.8577935679,NA,NA,NA,NA,30,"Department for Education"
"90",79,"Department for Business, Energy & Industrial Strategy","plan shared parental leave and pay",NA,"x","x",NA,NA,"no value","not present",20929,"https://www.plan-shared-parental-leave.service.gov.uk","Childcare and parenting",0,FALSE,"Plan","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,20929,1,20929,27934.6548838465,27934.6548838465,NA,NA,NA,NA,18,"Department for Business, Energy & Industrial Strategy"
"91",263,"HM Revenue and Customs","register your charity’s details with hmrc",NA,"x","x",NA,NA,"no value",NA,20917,"https://www.tax.service.gov.uk/register-charity-hmrc/check-eligibility/register-the-charity","Money and tax",0,FALSE,"Register","Registering","Transactional service",FALSE,NA,"No","No","Yes","No",20917,0,20917,29801.3178239463,29801.3178239463,0.5,4,75,NA,30,"HM Revenue and Customs"
"92",88,"Cabinet Office","honours nomination",NA,"x","x",NA,NA,"no value","present on list but no data, double checked, no data",20693,"https://nominate-uk-honour.service.gov.uk","Citizenship and living in the UK",0,FALSE,"Nominate","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,20693,28557.5108895199,28557.5108895199,1,6,100,NA,11,"Cabinet Office"
"93",252,"Department for Work and Pensions","find your pension centre",NA,"x","x",NA,NA,"no value","not present",19588,"https://findpensioncentre.dwp.gov.uk","Money and tax",0,FALSE,"Find","Requesting information","Fully-automated",TRUE,"This is an information-based service which provides users with access to information based on the data they input; it is a repository",NA,NA,NA,NA,19588,1,19588,45764.0810070396,45764.0810070396,NA,NA,NA,NA,27,"Department for Work and Pensions"
"94",329,"Department for Work and Pensions","get help with funeral costs (funeral expenses pay)",NA,"x","x","x",NA,"no value","Appears that this is a newly separate benefit",19493,"https://www.gov.uk/funeral-payments","Benefits",1,FALSE,"Get","Requesting benefit payments or loans","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,19493,66196.8481152437,66196.8481152437,0.454545454545455,11,72.7272727272727,"LP",27,"Department for Work and Pensions"
"95",138,"Driver and Vehicle Standards Agency","find registered local bus services",NA,"x","x",NA,NA,"no value",NA,19266,"https://www.vehicle-operator-licensing.service.gov.uk/search/find-registered-local-bus-services","Driving and transport",0,FALSE,"Find","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,19266,1,19266,271594.61899183,271594.61899183,NA,NA,NA,NA,16,"Driver and Vehicle Standards Agency"
"96",22,"Office for Zero Emission Vehicles","apply for the workplace charging scheme",NA,"x","x",NA,NA,"no value",NA,18692,"https://www.apply-workplace-chargepoint-grant.service.gov.uk","Business and self-employed",0,FALSE,"Apply","Requesting benefit payments or loans","Transactional service",FALSE,NA,NA,NA,NA,NA,18692,0,18692,19322.7343595556,19322.7343595556,1,5,100,NA,4,"Other"
"97",28,"HM Revenue and Customs","check how to import or export goods",NA,"x","x",NA,NA,"no value",NA,17311,"https://check-how-to-import-export-goods.service.gov.uk/","Business and self-employed",0,FALSE,"Check","Requesting information","Fully-automated",TRUE,"This is an information-based service which requires the input of specific data in order to access the information: I can't access the full service to say with certainty.",NA,NA,NA,NA,0,1,17311,29478.8055627552,29478.8055627552,NA,NA,NA,NA,30,"HM Revenue and Customs"
"98",17,"Department for Work and Pensions","apply for a kickstart scheme grant for employers",NA,"x","x",NA,NA,"no value","not present",17086,"https://www.gov.uk/guidance/apply-online-for-a-kickstart-scheme-grant","Business and self-employed",0,TRUE,"Apply","Requesting benefit payments or loans","Currently unavailable",TRUE,NA,NA,NA,NA,NA,0,0,17086,8.77556334249005,8.77556334249005,NA,NA,NA,NA,27,"Department for Work and Pensions"
"99",101,"Ministry of Justice","make a claim to an employment tribunal",NA,"x","x",NA,NA,"no value","Present on the website but no data, double checked, no data",16241,"https://employmenttribunals.service.gov.uk","Crime, justice and the law",0,FALSE,"Make","Requesting a licence or consent","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,16241,119660.401259057,119660.401259057,0.777777777777778,9,88.8888888888889,NA,17,"Ministry of Justice"
"100",118,"Office for Zero Emission Vehicles","apply for a plug-in vehicle grant",NA,"x","x",NA,NA,"no value",NA,16165,"https://www.apply-plug-in-vehicle-grant.service.gov.uk","Driving and transport",0,FALSE,"Apply","Requesting benefit payments or loans","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,16165,153394.090695958,153394.090695958,0.714285714285714,7,85.7142857142857,NA,4,"Other"
"101",190,"Department for Education","schools financial benchmarking",NA,"x","x",NA,NA,"no value","not present",16092,"https://schools-financial-benchmarking.service.gov.uk/","Education, training and skills",0,FALSE,"Access","Requesting information","Information-based",TRUE,NA,NA,NA,NA,NA,16092,1,16092,77233.0287751727,77233.0287751727,NA,NA,NA,NA,30,"Department for Education"
"102",162,"Ofqual","check if an awarding body is recognised",NA,"x","x",NA,NA,"no value",NA,15800,"https://www.gov.uk/check-awarding-body-recognised","Education, training and skills",0,FALSE,"Check","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,0,1,15800,82901.9312386064,82901.9312386064,NA,NA,NA,NA,2,"Other"
"103",283,"Home Office","ask a question about applying for settled status",NA,"x","x",NA,NA,"no value",NA,15798,"https://eu-settled-status-enquiries.service.gov.uk/start","Visas and immigration",0,FALSE,"Ask","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,15798,0,15798,43486.4023146589,43486.4023146589,0.5,4,75,NA,25,"Home Office"
"104",258,"HM Revenue and Customs","manage a registered pension scheme",NA,"x","x",NA,NA,"no value",NA,15088,"https://www.tax.service.gov.uk/manage-pension-schemes/guidance-triage/who-are-you-in-service","Money and tax",0,FALSE,"Manage","Providing information","Transactional service",FALSE,NA,"Unclear","Yes","Yes","No",15088,0,15088,24574.5477508623,24574.5477508623,1,8,100,NA,30,"HM Revenue and Customs"
"105",202,"Department for Environment, Food & Rural Affairs","check if an animal medicine is licensed",NA,"x","x",NA,NA,"no value","not present",14908,"http://www.vmd.defra.gov.uk/ProductInformationDatabase/","Environment and countryside",0,FALSE,"Check","Requesting information","Information-based",TRUE,NA,NA,NA,NA,NA,14908,1,14908,22025.9767564701,22025.9767564701,NA,NA,NA,NA,17,"Department for Environment, Food & Rural Affairs"
"106",216,"Environment Agency","register your waste exemptions",NA,"x","x",NA,NA,"no value","There are a couple of other waste related things on the archive, but neither relate to exemptions specifically",14577,"https://wasteexemptions.service.gov.uk/","Environment and countryside",0,FALSE,"Register","Registering","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,14577,14774.6006384263,14774.6006384263,0.666666666666667,6,83.3333333333333,NA,18,"Environment Agency"
"107",123,"Driver and Vehicle Standards Agency","book and manage theory tests for your pupils",NA,"x","x",NA,NA,"no value","There is a link for booking and changing but not for pupils",14179,"https://www.trainer.book-theory-test.service.gov.uk/","Driving and transport",0,FALSE,"Book","Registering","Transactional service",FALSE,NA,NA,NA,NA,NA,14179,0,14179,141971.317557249,141971.317557249,1,4,100,NA,16,"Driver and Vehicle Standards Agency"
"108",211,"Environment Agency","flood map for planning",NA,"x","x",NA,NA,"no value",NA,14135,"https://flood-map-for-planning.service.gov.uk/","Environment and countryside",0,FALSE,"Access","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,14135,1,14135,23160.1278729464,23160.1278729464,NA,NA,NA,NA,18,"Environment Agency"
"109",68,"Intellectual Property Office","track a trade mark",NA,"x","x",NA,NA,"no value","Lots of trade mark data but nothing about tracking",13935,"http://www.ipo.gov.uk/tm-ealerts.htm","Business and self-employed",0,FALSE,"Track","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,13935,1,13935,25935.2871583468,25935.2871583468,NA,NA,NA,NA,7,"Other"
"110",362,"Foreign, Commonwealth & Development Office","foreign travel advice",NA,"x","x",NA,NA,"no value",NA,13193,"https://www.gov.uk/foreign-travel-advice","Passports, travel and living abroad",1,FALSE,"Access","Requesting information","Information-based",TRUE,NA,NA,NA,NA,NA,0,1,13193,39919.2374030438,39919.2374030438,NA,NA,NA,NA,12,"Foreign, Commonwealth & Development Office"
"111",169,"Department for Education","find a dfe-approved framework for your school",NA,"x","x",NA,NA,"no value","not present",13192,"https://find-dfe-approved-framework.service.gov.uk","Education, training and skills",0,FALSE,"Find","Requesting information","Information-based",TRUE,NA,NA,NA,NA,NA,13192,1,13192,68684.2634183144,68684.2634183144,NA,NA,NA,NA,30,"Department for Education"
"112",333,"Department for Environment, Food & Rural Affairs","create a uk catch certificate",NA,"x","x",NA,NA,"no value","not clear which service this is now included under",13159,"https://manage-fish-exports.service.gov.uk/create-catch-certificate/catch-certificates","Business and self-employed",1,FALSE,"Create","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,13159,0,13159,15706.5799148903,15706.5799148903,0.6,5,80,NA,17,"Department for Environment, Food & Rural Affairs"
"113",171,"Department for Education","find a lost teacher reference number (trn)",NA,"x","x",NA,NA,"no value","not present",13064,"https://find-a-lost-trn.education.gov.uk/start","Education, training and skills",0,FALSE,"Find","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,13064,1,13064,74099.2784436041,74099.2784436041,NA,NA,NA,NA,30,"Department for Education"
"114",331,"Department for International Trade","ask the export support team a question",NA,"x","x",NA,NA,"no value","not present",12444,"https://www.get-help-selling-goods-services-abroad.service.gov.uk/","Business and self-employed",1,FALSE,"Ask","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,12444,0,12444,15197.0160031654,15197.0160031654,1,5,100,NA,6,"Other"
"115",65,"Office for Product Safety and Standards","submit cosmetic product notifications",NA,"x","x",NA,NA,"no value",NA,11515,"https://submit.cosmetic-product-notifications.service.gov.uk","Business and self-employed",0,FALSE,"Submit","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,11515,0,11515,14516.6447632065,14516.6447632065,0.6,5,80,NA,2,"Other"
"116",351,"Department for Education","get information about schools",NA,"x","x",NA,NA,"no value","not present",11031,"https://www.get-information-schools.service.gov.uk/","Education, training and skills",1,FALSE,"Get","Requesting information","Fully-automated",TRUE,NA,NA,NA,NA,NA,11031,1,11031,67057.4408217591,67057.4408217591,NA,NA,NA,NA,30,"Department for Education"
"117",55,"Maritime and Coastguard Agency","register a uk 406 mhz beacon",NA,"x","x",NA,NA,"no value",NA,10916,"https://register-406-beacons.service.gov.uk/account/sign-up-or-sign-in","Business and self-employed",0,FALSE,"Register","Registering","Transactional service",FALSE,NA,NA,NA,NA,NA,10916,0,10916,14065.9852591818,14065.9852591818,0.714285714285714,7,85.7142857142857,NA,3,"Other"
"118",187,"Education and Skills Funding Agency","register of apprenticeship training providers service",NA,"x","x",NA,NA,"no value",NA,10879,"https://download.apprenticeships.education.gov.uk","Education, training and skills",0,FALSE,"Register","Registering","Fully-automated",TRUE,NA,NA,NA,NA,NA,0,0,10879,28316.8350326925,28316.8350326925,NA,NA,NA,NA,10,"Education and Skills Funding Agency"
"119",278,"Foreign, Commonwealth & Development Office","verify an apostille",NA,"x","x",NA,NA,"no value","there is a record for misc consular services",10221,"https://www.verifyapostille.service.gov.uk/","Passports, travel and living abroad",0,FALSE,"Verify","Providing information","Fully-automated",TRUE,"This appears to be a fully automated, information-based service which provides details based on the input provided.",NA,NA,NA,NA,0,0,10221,15861.8817168383,15861.8817168383,NA,NA,NA,NA,12,"Foreign, Commonwealth & Development Office"
"120",259,"HM Revenue and Customs","manage permissions for tax software",NA,"x","x",NA,NA,"no value",NA,10153,"https://www.tax.service.gov.uk/applications-manage-authority/applications/","Money and tax",0,FALSE,"Manage","Providing information","Fully-automated",TRUE,"There isn't a lot of information on this service's webpage (or any other page) but it appears as though this service is simply providing an interface for users to manage the software permissions (technical permissions) they have granted. Appears to be an entirely automated service, but I cannot access it for confirmation regardless",NA,NA,NA,NA,0,0,10153,13219.0369322241,13219.0369322241,NA,NA,NA,NA,30,"HM Revenue and Customs"
"121",113,"Home Office","report modern slavery",NA,"x","x",NA,NA,"no value",NA,10114,"https://www.modernslavery.gov.uk/start","Crime, justice and the law",0,FALSE,"Report","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,10114,0,10114,90474.0222984329,90474.0222984329,0.555555555555556,9,77.7777777777778,NA,25,"Home Office"
"122",96,"Ministry of Justice","apply to close a tax tribunal enquiry","Social security and child support tribunal claims","x","x",NA,NA,"no value",NA,10062,"https://appeal-tax-tribunal.service.gov.uk/en/closure","Crime, justice and the law",0,FALSE,"Apply","Requesting benefit payments or loans","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,10062,90199.1294712999,90199.1294712999,0.428571428571429,7,71.4285714285714,NA,17,"Ministry of Justice"
"123",75,"Ofsted","childminders: report new adults in the home",NA,"x","x",NA,NA,"no value",NA,9938,"https://www.report-childminder-new-adults.service.gov.uk/","Childcare and parenting",0,FALSE,"Access","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,9938,11274.0334084192,11274.0334084192,0.142857142857143,7,57.1428571428571,NA,9,"Other"
"124",31,"Department for Business, Energy & Industrial Strategy","check when large businesses pay their suppliers",NA,"x","x",NA,NA,"no value","not present",9888,"https://check-pay-practices.service.gov.uk/search","Business and self-employed",0,FALSE,"Check","Requesting information","Information-based",TRUE,"This is an information-based service.",NA,NA,NA,NA,0,1,9888,19519.7855447823,19519.7855447823,NA,NA,NA,NA,18,"Department for Business, Energy & Industrial Strategy"
"125",225,"Department for Business, Energy & Industrial Strategy","apply for a green homes grant",NA,"x","x",NA,NA,"no value","not present",9848,"https://green-homes-grant.service.gov.uk/homeowner-and-landlord-application","Housing and local services",0,FALSE,"Apply","Requesting a licence or consent","Currently unavailable",TRUE,"Webpage not loading, grant closed so can't access the application and details on the general webpage are not sufficient for filling out the questionnaire",NA,NA,NA,NA,0,0,9848,42.5275313213485,42.5275313213485,NA,NA,NA,NA,18,"Department for Business, Energy & Industrial Strategy"
"126",29,"HM Revenue and Customs","check if an alcohol wholesaler or producer is approved",NA,"x","x",NA,NA,"no value",NA,9820,"https://www.tax.service.gov.uk/check-the-awrs-register","Business and self-employed",0,FALSE,"Check","Requesting information","Fully-automated",TRUE,"Just seems to be a simple lookup between the user entry and a database",NA,NA,NA,NA,9820,1,9820,21094.1640810579,21094.1640810579,NA,NA,NA,NA,30,"HM Revenue and Customs"
"127",370,"HM Revenue and Customs","apply for or add to a child benefit claim",NA,"x","x",NA,NA,"no value",NA,9591,"https://www.gov.uk/child-benefit/how-to-claim","Childcare and parenting",1,FALSE,"Apply","Requesting benefit payments or loans","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,9591,11039.9571426884,11039.9571426884,0.5,12,75,NA,30,"HM Revenue and Customs"
"128",173,"Education and Skills Funding Agency","find an end-point assessment organisation for your apprentice",NA,"x","x",NA,NA,"no value",NA,9170,"https://find-epao.apprenticeships.education.gov.uk/courses","Education, training and skills",0,FALSE,"Find","Requesting information","Information-based",TRUE,NA,NA,NA,NA,NA,0,1,9170,55413.8670518602,55413.8670518602,NA,NA,NA,NA,10,"Education and Skills Funding Agency"
"129",374,"Department for Business, Energy & Industrial Strategy","register for an exemption from minimum energy efficiency standards for landlords",NA,"x","x",NA,NA,"no value","not present",8947,"https://www.gov.uk/guidance/domestic-private-rented-property-minimum-energy-efficiency-standard-landlord-guidance#registering-an-exemption","Environment and countryside",1,FALSE,"Register","Registering","Transactional service",FALSE,NA,NA,NA,NA,NA,0,0,8947,11075.6578955627,11075.6578955627,0.391304347826087,23,69.5652173913043,"HP",18,"Department for Business, Energy & Industrial Strategy"
"130",56,"Companies House","register an overseas entity",NA,"x","x",NA,NA,"no value","not present",8405,"https://find-and-update.company-information.service.gov.uk/register-an-overseas-entity/sold-land-filter?start=0","Business and self-employed",0,FALSE,"Register","Registering","Transactional service",FALSE,NA,NA,NA,NA,NA,8405,0,8405,12054.5648079374,12054.5648079374,0.5,8,75,NA,7,"Other"
"131",51,"Department for Business, Energy & Industrial Strategy","pay practices reporting",NA,"x","x",NA,NA,"no value","not present",8323,"https://publish-pay-practices.service.gov.uk/","Business and self-employed",0,FALSE,"Pay","Providing information","Fully-automated",TRUE,NA,NA,NA,NA,NA,0,0,8323,8145.40055358293,8145.40055358293,NA,NA,NA,NA,18,"Department for Business, Energy & Industrial Strategy"
"132",153,"Driver and Vehicle Licensing Agency","register your trailer to take it abroad",NA,"x","x",NA,NA,"no value",NA,8195,"https://register-trailer.service.gov.uk/","Driving and transport",0,FALSE,"Register","Registering","Transactional service",FALSE,NA,NA,NA,NA,NA,8195,0,8195,102717.17541644,102717.17541644,0.6,5,80,NA,16,"Driver and Vehicle Licensing Agency"
"133",189,"Ofsted","report changes to registered people in your nursery or other daycare",NA,"x","x",NA,NA,"no value","On website but no data, not seeing this on the website",8183,"https://www.report-nursery-daycare-changes.service.gov.uk/submissions/new-form/EY3","Education, training and skills",0,FALSE,"Report","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,8183,0,8183,35217.5651818102,35217.5651818102,1,3,100,NA,9,"Other"
"134",265,"HM Revenue and Customs","submit an employment intermediary report",NA,"x","x",NA,NA,"no value",NA,7365,"https://www.tax.service.gov.uk/gg/sign-in?continue=/employment-intermediary-report/distribute-requests/&origin=ei-frontend","Money and tax",0,FALSE,"Submit","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,7365,0,7365,16092.3486681472,16092.3486681472,0.666666666666667,6,83.3333333333333,NA,30,"HM Revenue and Customs"
"135",87,"Home Office","help refugees in the uk",NA,"x","x",NA,NA,"no value",NA,7241,"https://www.help-refugees-uk.service.gov.uk/","Citizenship and living in the UK",0,FALSE,"Help","Registering","Currently unavailable",TRUE,NA,NA,NA,NA,NA,7241,0,7241,7.35783614488472,7.35783614488472,NA,NA,NA,NA,25,"Home Office"
"136",300,"Government Equalities Office","gender pay gap reporting",NA,"x","x",NA,NA,"no value",NA,7127,"https://gender-pay-gap.service.gov.uk","Working, jobs and pensions",0,FALSE,"Access","Requesting information","Information-based",TRUE,"While there is a reporting function available, I cannot access it - the webpage otherwise also serves as a databse for finding information held on the gender pay gap",NA,NA,NA,NA,0,1,7127,74236.7465971665,74236.7465971665,NA,NA,NA,NA,1,"Other"
"137",78,"Ofsted","pay your childcare or social care invoice",NA,"x","x",NA,NA,"no value",NA,7059,"https://www.pay-childcare-social-care-invoice.service.gov.uk/","Childcare and parenting",0,FALSE,"Pay","Making a payment","Fully-automated",TRUE,NA,NA,NA,NA,NA,0,0,7059,6261.1716919406,6261.1716919406,NA,NA,NA,NA,9,"Other"
"138",301,"Department for Education","teaching vacancies",NA,"x","x",NA,NA,"no value","not present",6944,"https://teaching-vacancies.service.gov.uk/","Working, jobs and pensions",0,FALSE,"Access","Requesting information","Information-based",TRUE,"This is a job-posting website",NA,NA,NA,NA,6944,1,6944,73105.4664779044,73105.4664779044,NA,NA,NA,NA,30,"Department for Education"
"139",158,"Department for Education","analyse school performance",NA,"x","x",NA,NA,"no value","not present",6829,"https://www.analyse-school-performance.service.gov.uk/","Education, training and skills",0,FALSE,"Analyse","Requesting information","Information-based",TRUE,NA,NA,NA,NA,NA,0,1,6829,46563.7504710236,46563.7504710236,NA,NA,NA,NA,30,"Department for Education"
"140",52,"HM Revenue and Customs","plastic packaging tax",NA,"x","x",NA,NA,"no value",NA,6716,"https://www.tax.service.gov.uk/register-for-plastic-packaging-tax/start-registration","Business and self-employed",0,FALSE,"Register","Registering","Transactional service",FALSE,NA,"Unclear","Unclear","Unclear","Yes",6716,0,6716,10559.3367076285,10559.3367076285,0.6,5,80,NA,30,"HM Revenue and Customs"
"141",257,"Department for International Trade","look up tariffs, taxes and rules to trade with the uk",NA,"x","x",NA,NA,"no value","not present",6508,"https://www.get-rules-tariffs-trade-with-uk.service.gov.uk/choose-country/","Money and tax",0,FALSE,"Look","Requesting information","Fully-automated",TRUE,"This is an information-based service which provides access to information based on what the user inputs.",NA,NA,NA,NA,6508,1,6508,23879.3663171716,23879.3663171716,NA,NA,NA,NA,6,"Other"
"142",59,"Companies House","report a discrepancy about a beneficial owner on the psc register",NA,"x","x",NA,NA,"no value","not present",6452,"https://find-and-update.company-information.service.gov.uk/report-a-discrepancy/obliged-entity/type","Business and self-employed",0,FALSE,"Report","Providing information","Transactional service",FALSE,NA,NA,NA,NA,NA,6452,0,6452,10312.2899223166,10312.2899223166,0.555555555555556,9,77.7777777777778,NA,7,"Other"
"143",242,"Department for Business, Energy & Industrial Strategy","apply for energy bill support",NA,"x","x",NA,NA,"no value","not present",6248,"https://www.gov.uk/apply-energy-bill-support-if-not-automatic","Money and tax",0,FALSE,"Apply","Providing information","Currently unavailable",TRUE,"The service is closed - no info otherwise on what types of transactions the service entailed",NA,NA,NA,NA,0,0,6248,6.99341402330573,6.99341402330573,NA,NA,NA,NA,18,"Department for Business, Energy & Industrial Strategy"
